Category,Depth,Page Count
Lists of longest-duration things,3,13
Lists of tornadoes in the United States by time,3,102
List disambiguation pages,2,7
Alphabetic lists,2,6
Lists of animals (alphabetic),3,0
Lists of Latin phrases,3,26
"Taxonomic lists (genera, alphabetic)",3,2
Set index articles,2,500
All set index articles,3,500
Set index articles on ancient Greece,3,16
Set index articles on ancient Rome,3,4
Set index articles on astronomical objects,3,211
Set index articles on chemistry,3,500
Set index articles on Hebrew Bible people,3,48
Set index articles on law,3,0
Set index articles on mathematics,3,42
Set index articles on mass media,3,26
Set index articles on organisms,3,0
Set index articles on paintings,3,28
Lists of places sharing the same name,3,23
Set index articles on sports,3,283
Set index articles on storms,3,500
Set index articles on titles of nobility,3,107
Set index articles on vehicles,3,6
Cultural lists,2,75
Cultural lists by country,3,15
Animal rights-related lists,3,4
Arts-related lists,3,55
Lists of awards,3,95
Lists of banned works,3,6
Beauty pageants related lists,3,1
Christmas-related lists,3,16
Clothing-related lists,3,28
Communication-related lists,3,8
Education-related lists,3,26
Entertainment lists,3,34
Etiquette lists,3,2
Fashion-related lists,3,25
Lists of festivals,3,1
Food- and drink-related lists,3,53
Gardening lists,3,67
Cultural history-related lists,3,3
Lists of hoaxes,3,6
Journalism lists,3,24
LGBT-related lists,3,37
Lists of mascots,3,29
Lists of mottos,3,13
Lists of museums,3,19
Mythology-related lists,3,27
Lists of nicknames,3,34
Lists of observances,3,35
"Lists of orders, decorations, and medals",3,22
Cultural organizations,3,10
Lists of organizations,3,153
Lists of practical jokes,3,17
Religion-related lists,3,60
Sexuality-related lists,3,25
Skepticism-related lists,3,7
Culture-related lists of superlatives,3,3
Lists of symbols,3,47
Theatre-related lists,3,29
Translation-related lists,3,49
World's fair-related lists,3,5
Economy-related lists,2,4
Agriculture-related lists,3,41
Business-related lists,3,31
Communication-related lists,3,8
Economics lists,3,15
Economy-related lists of superlatives,3,92
Energy-related lists,3,21
Finance lists,3,23
Lists by economic indicators,3,33
Industry-related lists,3,17
Infrastructure-related lists,3,10
Mining-related lists,3,20
Monetary lists,3,2
Real estate lists,3,11
Retailing-related lists,3,13
Taxation-related lists,3,18
Tourism-related lists,3,14
Lists of trade unions,3,28
Transport lists,3,13
Education-related lists,2,26
Education lists by country,3,7
Education-related lists by continent,3,0
Lists of education lists,3,43
Lists of educators,3,16
Higher education-related lists,3,41
Lists of educational organizations,3,4
Lists of people by educational affiliation,3,10
Lists of political office-holders by education,3,11
Reference material lists,3,12
Research-related lists,3,10
Lists of scholars and academics,3,29
Lists of schools,3,30
Secondary education-related lists,3,16
Lists of education-related superlatives,3,4
Entertainment lists,2,34
Entertainment lists by country,3,0
Entertainment lists by franchise,3,0
Mass media lists,3,7
Lists of entertainment lists,3,30
Amusement rides lists,3,18
Animation-related lists,3,22
Lists of comedy sketches,3,8
Comics-related lists,3,32
Documentary-related lists,3,3
Lists of Easter eggs,3,3
Lists of entertainers,3,34
Entertainment-related lists of superlatives,3,15
Extended reality-related lists,3,1
Lists of fictional things,3,21
Film-related lists,3,30
Gaming-related lists,3,7
Humor-related lists,3,9
Lists of magazine issues,3,4
Magazine-related lists,3,2
Music-related lists,3,128
Podcasting lists,3,3
Professional wrestling-related lists,3,117
Radio-related lists,3,18
Sport-related lists,3,36
Television lists,3,19
Lists of tourist attractions,3,7
Lists of toys,3,6
Lists of entertainment venues,3,12
Web series-related lists,3,0
Geography-related lists,2,118
Lists by city,3,5
Lists by continent,3,8
Lists by country,3,110
Lists by island,3,0
Lists by region,3,20
Lists of geography lists,3,72
Africa geography-related lists,3,0
Asia geography-related lists,3,3
Europe geography-related lists,3,6
North America geography-related lists,3,1
Oceania geography-related lists,3,0
South America geography-related lists,3,0
Geography-related lists by country,3,3
Lists of animals by location,3,6
Lists of bodies of water,3,23
Border-related lists,3,30
Lists of buildings and structures by location,3,1
Lists of continents,3,4
Lists of coordinates,3,500
Lists of countries,3,145
Lists of countries by geography,3,37
Demographic lists,3,23
Lists of dioceses,3,4
Lists of ecoregions,3,20
Lists of events by place,3,0
Lists of films by location,3,1
Lists of films by shooting location,3,19
Lists and galleries of flags,3,221
Geography-related lists of superlatives,3,29
Geology-related lists,3,57
Historical geography lists,3,5
Human geography lists,3,0
Hydrology lists,3,5
Lists of impact craters on Earth,3,9
Lists of landforms,3,17
Lists of maps,3,11
Meteorology lists,3,8
Lists of natural disasters,3,16
Lists of people by location,3,66
Lists of places,3,47
Lists of plants by location,3,9
Lists of Ramsar sites,3,23
Rivers-related lists,3,7
Lists of species by location,3,7
Wikipedia glossaries,2,66
Glossaries of the arts,3,10
Glossaries of aviation,3,2
Glossaries of collecting,3,2
Glossaries of education,3,8
Glossaries of fighting systems,3,3
Glossaries of firefighting,3,3
Wikipedia glossaries by format,3,0
Glossaries of gaming,3,9
Glossaries of history,3,10
Glossaries of law,3,4
Glossaries of mathematics,3,36
Glossaries of medicine,3,10
Glossaries of the military,3,8
Glossaries of music,3,8
Philosophy-related glossaries,3,2
Glossaries of politics,3,13
Glossaries of rail transport,3,9
Glossaries of religion,3,9
Glossaries of science,3,45
Glossaries of sports,3,50
Glossaries of technology,3,21
Glossaries of transportation,3,4
Glossaries of wine,3,3
Health-related lists,2,41
Health-related lists by country,3,0
Health-related timelines,3,2
Death-related lists,3,145
Disability-related lists,3,21
Europe health-related lists,3,4
Lists of hospitals,3,11
Medical lists,3,86
Lists of health professionals,3,20
Public health-related lists,3,1
History-related lists,2,75
History-related lists by country,3,5
Lists of history lists,3,7
Prehistory-related lists,3,5
Ancient history-related lists,3,18
Middle Ages-related lists,3,15
Historical timelines,3,19
Lists by time,3,3
Archaeology-related lists,3,66
Lists of archives,3,55
Cultural history-related lists,3,3
Lists of disasters,3,33
Lists of events,3,31
Lists of expeditions,3,9
Lists of historical films,3,57
Lists of former entities,3,5
Historical geography lists,3,5
Lists of historians,3,22
Lists of massacres,3,11
Military history lists,3,3
Lists of monuments and memorials,3,5
Lists of historic places,3,9
Social history-related lists,3,6
History-related lists of superlatives,3,27
Lists of lists,2,179
Lists of awards lists,3,30
Lists of biology lists,3,11
Lists of building lists,3,43
Lists of companies lists,3,21
Lists of education lists,3,43
Lists of engineering lists,3,8
Lists of entertainment lists,3,30
Lists of environment lists,3,4
Lists of eponyms,3,60
Lists of food and beverage lists,3,7
Lists of geography lists,3,72
Lists of history lists,3,7
Lists of language lists,3,26
Lists of Latin phrases,3,26
Lists of law lists,3,15
Lists of literature lists,3,7
Lists of mathematics lists,3,6
Lists of military lists,3,44
Lists of lists of people,3,89
Lists of politics lists,3,39
Lists of religion lists,3,13
Lists of science lists,3,15
Lists of sports lists,3,83
Lists of technology lists,3,23
Lists of transport lists,3,27
Lists of lists maintenance,3,0
Mathematics-related lists,2,227
Lists of mathematics lists,3,6
Cryptography lists and comparisons,3,16
Lists of equations,3,6
Glossaries of mathematics,3,36
Lists of integrals,3,11
Lists of mathematicians,3,12
Lists of things named after mathematicians,3,74
Lists of problems,3,6
Lists of shapes,3,20
Statistics-related lists,3,43
Military lists,2,33
Military lists by country,3,12
Lists of military lists,3,44
Lists of accidents and incidents involving military aircraft,3,27
Lists of government and military acronyms,3,12
Lists of aerial victories,3,1
Air forces-related lists,3,9
Lists of military bands,3,4
Lists of military conflicts,3,17
Lists of military equipment,3,76
Military history lists,3,3
Lists of military installations,3,11
Lists of military monuments and memorials,3,2
Naval lists,3,8
Lists of military personnel,3,25
Lists of prisoner-of-war camps,3,3
Lists of military units and formations,3,61
Lists of war artists,3,7
Lists of organizations,2,153
Lists of organizations by continent,3,0
Lists of organizations by country,3,0
Lists of aviation organizations,3,32
Lists of companies,3,57
Lists of cooperatives,3,11
Lists of defunct organizations,3,11
Lists of educational organizations,3,4
Lists of environmental organizations,3,30
Lists of fictional organizations,3,9
Lists of gentlemen's clubs,3,5
Lists of government agencies,3,16
Lists of LGBT-related organizations,3,12
Lists of medical and health organizations,3,33
Lists of military units and formations,3,61
Lists of music organizations,3,8
Lists of political parties,3,31
Lists of professional associations,3,18
Lists of public inquiries,3,12
Lists of religious organizations,3,8
Lists of scientific organizations,3,31
Lists of sports organizations,3,20
Lists of think tanks,3,9
Lists of trade associations,3,2
Lists of trade unions,3,28
Lists of people,2,2
Lists of people by activity,3,60
Lists of people by age,3,2
Lists of people by association,3,25
Lists of people by religion,3,20
Lists of people by aspect of death,3,10
Lists of people by ethnicity,3,500
Lists of people by honor or award,3,17
Lists of people by ideology,3,48
Lists of people by language,3,16
Lists of people by legal status,3,34
Lists of people by location,3,66
Lists of people by magazine appearance,3,48
Lists of people by marital status,3,5
Lists of people by medical condition,3,39
Lists of people by name,3,8
Lists of people by nationality,3,17
Lists of people by occupation,3,108
Lists of people by organization,3,11
Lists of people by period,3,0
Lists of people by physical attribute,3,11
Lists of lists of people,3,89
Lists of men,3,15
Lists of women,3,70
Lists of award winners,3,208
Bible-related lists of people,3,19
Lists of celebrities,3,56
Lists of families,3,24
Family trees,3,118
Lists of fictional characters,3,56
Lists of groups of people,3,1
Lists of LGBT-related people,3,60
Lists of living people,3,6
Lists of people associated with religion,3,23
Lists of people-related superlatives,3,9
Lists of survivors,3,7
Lists of victims,3,7
Philosophy-related lists,2,4
Indexes of philosophy topics,3,25
Philosophy-related glossaries,3,2
Philosophy-related timelines,3,0
Ancient philosophy-related lists,3,1
Ethics lists,3,5
Lists related to the history of philosophy,3,4
Logic-related lists,3,5
Lists of philosophers,3,61
Lists related to philosophical problems,3,2
Lists related to works about philosophy,3,6
Politics-related lists,2,41
Politics-related lists by continent,3,0
Politics-related lists by country,3,1
Politics-related lists by decade,3,0
Glossaries of politics,3,13
Lists of politics lists,3,39
Lists of activists,3,18
Anarchism lists,3,12
Lists of capitals,3,23
Conservatism-related lists,3,38
Lists of constituencies,3,59
Diplomacy-related lists,3,26
Election-related lists,3,7
Lists of ethnic minority politicians by country,3,5
Lists of political families,3,16
Government-related lists,3,12
International relations lists,3,11
Lists of LGBT politicians,3,13
Lists of new members of legislatures,3,2
Lists of monuments and memorials to politicians,3,3
Lists of MPs who were defeated by election by country,3,1
Lists of things named after politicians,3,53
Lists of national cabinets,3,28
Lists of political parties,3,31
Lists of political people,3,4
Lists of referendums,3,17
Lists of resignations,3,8
Royalty-related lists,3,24
Lists of political scandals,3,3
Socialism-related lists,3,22
Lists of spouses of heads of state,3,125
Lists of spouses of prime ministers,3,21
Terrorism-related lists,3,43
Lists of proposals,2,35
Religion-related lists,2,60
Indexes of religion topics,3,12
Religion-related lists by continent,3,0
Religion-related lists by country,3,2
Glossaries of religion,3,9
Lists of religion lists,3,13
Atheism-related lists,3,1
Bible-related lists,3,15
Lists of books about religion,3,22
Buddhism-related lists,3,26
Lists of religious buildings and structures,3,12
Christianity-related lists,3,21
Confucianism-related lists,3,2
Lists of religious converts,3,41
Lists of deities,3,80
Lists of religious festivals,3,11
Germanic paganism and mythology lists,3,13
Hinduism-related lists,3,52
Islam-related lists,3,62
Jainism-related lists,3,12
Judaism-related lists,3,32
Lists of martyrs,3,2
Modern paganism-related lists,3,9
Mythology-related lists,3,27
Lists of religious organizations,3,8
Lists of people associated with religion,3,23
Lists of people by religion,3,20
Lists of pilgrimage sites,3,7
Lists of places named after saints,3,8
Lists of religious schools,3,5
Shinto-related lists,3,2
Sikhism-related lists,3,11
Religion-related lists of superlatives,3,5
Lists of theologians and religious studies scholars,3,19
Zoroastrianism-related lists,3,8
Science-related lists,2,96
Indexes of science articles,3,39
Pseudoscience-related lists,3,4
Science-related lists by country,3,0
Glossaries of science,3,45
Social sciences lists,3,0
Lists of science lists,3,15
Archaeology-related lists,3,66
Astronomy-related lists,3,27
Lists of science and technology awards,3,29
Biology-related lists,3,112
Chemistry-related lists,3,104
Climate change-related lists,3,20
Lists of colors,3,14
Computing-related lists,3,126
Forestry-related lists,3,24
Geodesy-related lists,3,4
Geography-related lists,3,118
